年月,地區,信用卡產業別,性別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
201401,臺灣,食,2,未滿20歲,6367,5630047
201401,臺灣,食,2,20(含)-25歲,161676,183810183
201401,臺灣,食,2,25(含)-30歲,531329,716481801
201401,臺灣,食,2,30(含)-35歲,959999,1404051220
201401,臺灣,食,2,35(含)-40歲,1238121,1838346773
201401,臺灣,食,2,40(含)-45歲,1322535,2030080753
201401,臺灣,食,2,45(含)-50歲,1235337,1938853416
201401,臺灣,食,2,50(含)-55歲,956823,1570283907
201401,臺灣,食,2,55(含)-60歲,654915,1080362829
201401,臺灣,食,2,60(含)-65歲,386736,617305513
201401,臺灣,食,2,65(含)-70歲,133363,199052101
201401,臺灣,食,2,70(含)-75歲,54349,82834404
201401,臺灣,食,2,75(含)-80歲,17844,27244702
201401,臺灣,食,2,80(含)歲以上,14731,26009002
201401,臺灣,衣,2,未滿20歲,2530,5136820
201401,臺灣,衣,2,20(含)-25歲,61416,141537155
201401,臺灣,衣,2,25(含)-30歲,171894,429042854
201401,臺灣,衣,2,30(含)-35歲,304144,792412493
201401,臺灣,衣,2,35(含)-40歲,354979,958120114
201401,臺灣,衣,2,40(含)-45歲,329681,967435761
201401,臺灣,衣,2,45(含)-50歲,264694,896308316
201401,臺灣,衣,2,50(含)-55歲,166614,651447643
201401,臺灣,衣,2,55(含)-60歲,93533,409716915
201401,臺灣,衣,2,60(含)-65歲,45569,203221744
201401,臺灣,衣,2,65(含)-70歲,13304,57662049
201401,臺灣,衣,2,70(含)-75歲,4213,20586838
201401,臺灣,衣,2,75(含)-80歲,1160,5634529
201401,臺灣,衣,2,80(含)歲以上,4641,20031064
201401,臺灣,住,2,未滿20歲,863,2646951
201401,臺灣,住,2,20(含)-25歲,25353,89107123
201401,臺灣,住,2,25(含)-30歲,83720,349610672
201401,臺灣,住,2,30(含)-35歲,148789,684431407
201401,臺灣,住,2,35(含)-40歲,184001,917024301
201401,臺灣,住,2,40(含)-45歲,193448,1020457469
201401,臺灣,住,2,45(含)-50歲,180897,1026409941
201401,臺灣,住,2,50(含)-55歲,140203,783845845
201401,臺灣,住,2,55(含)-60歲,91729,563711833
201401,臺灣,住,2,60(含)-65歲,48039,267251315
201401,臺灣,住,2,65(含)-70歲,15473,80795927
201401,臺灣,住,2,70(含)-75歲,5659,30130337
201401,臺灣,住,2,75(含)-80歲,1973,13429677
201401,臺灣,住,2,80(含)歲以上,2590,17404327
201401,臺灣,行,2,未滿20歲,8667,5330730
201401,臺灣,行,2,20(含)-25歲,183382,126563809
201401,臺灣,行,2,25(含)-30歲,519521,447573959
201401,臺灣,行,2,30(含)-35歲,748247,755189680
201401,臺灣,行,2,35(含)-40歲,774249,860115925
201401,臺灣,行,2,40(含)-45歲,717436,837983340
201401,臺灣,行,2,45(含)-50歲,622035,742245609
201401,臺灣,行,2,50(含)-55歲,472357,564143557
201401,臺灣,行,2,55(含)-60歲,284858,344248657
201401,臺灣,行,2,60(含)-65歲,133953,155854912
201401,臺灣,行,2,65(含)-70歲,36835,41044769
201401,臺灣,行,2,70(含)-75歲,11513,13364651
201401,臺灣,行,2,75(含)-80歲,2772,3549711
201401,臺灣,行,2,80(含)歲以上,5242,7677708
201401,臺灣,文教康樂,2,未滿20歲,4669,21169066
201401,臺灣,文教康樂,2,20(含)-25歲,99224,295395830
201401,臺灣,文教康樂,2,25(含)-30歲,266763,954549549
201401,臺灣,文教康樂,2,30(含)-35歲,365586,1495385204
201401,臺灣,文教康樂,2,35(含)-40歲,395379,1825121251
201401,臺灣,文教康樂,2,40(含)-45歲,375627,2063412404
201401,臺灣,文教康樂,2,45(含)-50歲,303692,1954559660
201401,臺灣,文教康樂,2,50(含)-55歲,192584,1365779855
201401,臺灣,文教康樂,2,55(含)-60歲,105359,785637839
201401,臺灣,文教康樂,2,60(含)-65歲,51079,406127605
201401,臺灣,文教康樂,2,65(含)-70歲,15453,131422023
201401,臺灣,文教康樂,2,70(含)-75歲,5456,54178147
201401,臺灣,文教康樂,2,75(含)-80歲,1766,18209158
201401,臺灣,文教康樂,2,80(含)歲以上,5004,44407782
201401,臺灣,百貨,2,未滿20歲,5872,11794450
201401,臺灣,百貨,2,20(含)-25歲,147438,313875867
201401,臺灣,百貨,2,25(含)-30歲,465417,1100421237
201401,臺灣,百貨,2,30(含)-35歲,780601,1912333469
201401,臺灣,百貨,2,35(含)-40歲,890917,2296828045
201401,臺灣,百貨,2,40(含)-45歲,826221,2336269912
201401,臺灣,百貨,2,45(含)-50歲,677773,2121979058
201401,臺灣,百貨,2,50(含)-55歲,448195,1596488766
201401,臺灣,百貨,2,55(含)-60歲,270259,985888820
201401,臺灣,百貨,2,60(含)-65歲,146400,516820152
201401,臺灣,百貨,2,65(含)-70歲,47565,165428702
201401,臺灣,百貨,2,70(含)-75歲,18877,67382284
201401,臺灣,百貨,2,75(含)-80歲,7330,25281412
201401,臺灣,百貨,2,80(含)歲以上,8301,26576869
201401,臺灣,其他,2,未滿20歲,7755,10343486
201401,臺灣,其他,2,20(含)-25歲,238496,538222055
201401,臺灣,其他,2,25(含)-30歲,842877,1953637557
201401,臺灣,其他,2,30(含)-35歲,1446248,3669123747
201401,臺灣,其他,2,35(含)-40歲,1646049,4785965309
201401,臺灣,其他,2,40(含)-45歲,1534392,5038047937
201401,臺灣,其他,2,45(含)-50歲,1327418,5019792481
201401,臺灣,其他,2,50(含)-55歲,935969,4000279515
201401,臺灣,其他,2,55(含)-60歲,560310,2596157288
201401,臺灣,其他,2,60(含)-65歲,275456,1323791156
201401,臺灣,其他,2,65(含)-70歲,74851,410635044
201401,臺灣,其他,2,70(含)-75歲,25041,151883084
201401,臺灣,其他,2,75(含)-80歲,6885,38569379
201401,臺灣,其他,2,80(含)歲以上,17461,105369698
201402,臺灣,食,2,未滿20歲,5557,4965833
201402,臺灣,食,2,20(含)-25歲,135603,143145844
201402,臺灣,食,2,25(含)-30歲,435086,524280350
201402,臺灣,食,2,30(含)-35歲,779241,968039952
201402,臺灣,食,2,35(含)-40歲,995923,1202989483
201402,臺灣,食,2,40(含)-45歲,1059655,1291351831
201402,臺灣,食,2,45(含)-50歲,983078,1237100879
201402,臺灣,食,2,50(含)-55歲,738107,977986161
201402,臺灣,食,2,55(含)-60歲,489224,668079023
201402,臺灣,食,2,60(含)-65歲,284980,382151244
201402,臺灣,食,2,65(含)-70歲,97515,133314472
201402,臺灣,食,2,70(含)-75歲,38769,52802841
201402,臺灣,食,2,75(含)-80歲,13363,20160588
201402,臺灣,食,2,80(含)歲以上,10758,19095719
201402,臺灣,衣,2,未滿20歲,2078,4021366
201402,臺灣,衣,2,20(含)-25歲,46864,101832950
201402,臺灣,衣,2,25(含)-30歲,119769,285306818
201402,臺灣,衣,2,30(含)-35歲,197793,490669167
201402,臺灣,衣,2,35(含)-40歲,215989,546254476
201402,臺灣,衣,2,40(含)-45歲,197769,541557477
201402,臺灣,衣,2,45(含)-50歲,169339,531810499
201402,臺灣,衣,2,50(含)-55歲,119165,430210792
201402,臺灣,衣,2,55(含)-60歲,69341,279504842
201402,臺灣,衣,2,60(含)-65歲,34855,139961738
201402,臺灣,衣,2,65(含)-70歲,9998,40842986
201402,臺灣,衣,2,70(含)-75歲,3302,13365755
201402,臺灣,衣,2,75(含)-80歲,861,3684268
201402,臺灣,衣,2,80(含)歲以上,2978,12227557
201402,臺灣,住,2,未滿20歲,882,3099999
201402,臺灣,住,2,20(含)-25歲,23008,70452872
201402,臺灣,住,2,25(含)-30歲,71363,256420066
201402,臺灣,住,2,30(含)-35歲,123231,497631632
201402,臺灣,住,2,35(含)-40歲,148300,638633286
201402,臺灣,住,2,40(含)-45歲,149431,691526337
201402,臺灣,住,2,45(含)-50歲,136824,698192043
201402,臺灣,住,2,50(含)-55歲,103894,509552097
201402,臺灣,住,2,55(含)-60歲,67044,354902748
201402,臺灣,住,2,60(含)-65歲,34474,166503557
201402,臺灣,住,2,65(含)-70歲,11033,55264788
201402,臺灣,住,2,70(含)-75歲,4237,19852197
201402,臺灣,住,2,75(含)-80歲,1548,10635746
201402,臺灣,住,2,80(含)歲以上,2088,13708870
201402,臺灣,行,2,未滿20歲,7677,5123918
201402,臺灣,行,2,20(含)-25歲,160261,117870940
201402,臺灣,行,2,25(含)-30歲,457438,414752373
201402,臺灣,行,2,30(含)-35歲,666266,684115951
201402,臺灣,行,2,35(含)-40歲,691572,778097276
201402,臺灣,行,2,40(含)-45歲,640309,741659963
201402,臺灣,行,2,45(含)-50歲,560746,663758545
201402,臺灣,行,2,50(含)-55歲,427119,507488629
201402,臺灣,行,2,55(含)-60歲,255783,312969696
201402,臺灣,行,2,60(含)-65歲,120110,144161949
201402,臺灣,行,2,65(含)-70歲,32861,39522707
201402,臺灣,行,2,70(含)-75歲,10121,11227730
201402,臺灣,行,2,75(含)-80歲,2535,3848962
201402,臺灣,行,2,80(含)歲以上,4489,6864215
201402,臺灣,文教康樂,2,未滿20歲,5099,17297851
201402,臺灣,文教康樂,2,20(含)-25歲,106142,316372690
201402,臺灣,文教康樂,2,25(含)-30歲,271688,967949520
201402,臺灣,文教康樂,2,30(含)-35歲,361401,1444659346
201402,臺灣,文教康樂,2,35(含)-40歲,389609,1632269815
201402,臺灣,文教康樂,2,40(含)-45歲,387380,2025281590
201402,臺灣,文教康樂,2,45(含)-50歲,334348,2474299329
201402,臺灣,文教康樂,2,50(含)-55歲,208940,1708198830
201402,臺灣,文教康樂,2,55(含)-60歲,106435,793672617
201402,臺灣,文教康樂,2,60(含)-65歲,50357,365195383
201402,臺灣,文教康樂,2,65(含)-70歲,15036,128185045
201402,臺灣,文教康樂,2,70(含)-75歲,5278,48046590
201402,臺灣,文教康樂,2,75(含)-80歲,1683,15353968
201402,臺灣,文教康樂,2,80(含)歲以上,4985,46521446
201402,臺灣,百貨,2,未滿20歲,5695,10541876
201402,臺灣,百貨,2,20(含)-25歲,136526,295491373
201402,臺灣,百貨,2,25(含)-30歲,403653,941826096
201402,臺灣,百貨,2,30(含)-35歲,650415,1521041571
201402,臺灣,百貨,2,35(含)-40歲,721292,1717890774
201402,臺灣,百貨,2,40(含)-45歲,661240,1723216807
201402,臺灣,百貨,2,45(含)-50歲,550354,1590289768
201402,臺灣,百貨,2,50(含)-55歲,373804,1234994003
201402,臺灣,百貨,2,55(含)-60歲,224071,770226917
201402,臺灣,百貨,2,60(含)-65歲,118645,393756598
201402,臺灣,百貨,2,65(含)-70歲,37352,126369408
201402,臺灣,百貨,2,70(含)-75歲,14540,48289600
201402,臺灣,百貨,2,75(含)-80歲,5391,18516054
201402,臺灣,百貨,2,80(含)歲以上,6794,22098413
201402,臺灣,其他,2,未滿20歲,7330,16441352
201402,臺灣,其他,2,20(含)-25歲,211168,460362285
201402,臺灣,其他,2,25(含)-30歲,741879,1622287036
201402,臺灣,其他,2,30(含)-35歲,1280876,3065686713
201402,臺灣,其他,2,35(含)-40歲,1470565,3970834417
201402,臺灣,其他,2,40(含)-45歲,1377573,4259121180
201402,臺灣,其他,2,45(含)-50歲,1196979,4334054477
201402,臺灣,其他,2,50(含)-55歲,842009,3392308877
201402,臺灣,其他,2,55(含)-60歲,497971,2165731895
201402,臺灣,其他,2,60(含)-65歲,244139,1070496663
201402,臺灣,其他,2,65(含)-70歲,65791,311667355
201402,臺灣,其他,2,70(含)-75歲,21619,138393565
201402,臺灣,其他,2,75(含)-80歲,5799,29470419
201402,臺灣,其他,2,80(含)歲以上,15390,92901542
201403,臺灣,食,2,未滿20歲,6328,5030582
201403,臺灣,食,2,20(含)-25歲,161371,161168786
201403,臺灣,食,2,25(含)-30歲,506697,587445544
201403,臺灣,食,2,30(含)-35歲,917019,1093690490
201403,臺灣,食,2,35(含)-40歲,1178652,1343298208
201403,臺灣,食,2,40(含)-45歲,1236763,1388167190
201403,臺灣,食,2,45(含)-50歲,1136927,1303115024
201403,臺灣,食,2,50(含)-55歲,865378,1042812476
201403,臺灣,食,2,55(含)-60歲,588008,735453939
201403,臺灣,食,2,60(含)-65歲,349749,425972562
201403,臺灣,食,2,65(含)-70歲,122558,144305991
201403,臺灣,食,2,70(含)-75歲,48873,58766625
201403,臺灣,食,2,75(含)-80歲,16535,21011024
201403,臺灣,食,2,80(含)歲以上,13152,19633891
201403,臺灣,衣,2,未滿20歲,2294,4115659
201403,臺灣,衣,2,20(含)-25歲,54162,112406244
201403,臺灣,衣,2,25(含)-30歲,144478,339442221
201403,臺灣,衣,2,30(含)-35歲,241049,588683898
201403,臺灣,衣,2,35(含)-40歲,254228,653307082
201403,臺灣,衣,2,40(含)-45歲,216691,598478442
201403,臺灣,衣,2,45(含)-50歲,181006,586219701
201403,臺灣,衣,2,50(含)-55歲,127868,473511373
201403,臺灣,衣,2,55(含)-60歲,78610,320583714
201403,臺灣,衣,2,60(含)-65歲,40148,165283990
201403,臺灣,衣,2,65(含)-70歲,12056,50521591
201403,臺灣,衣,2,70(含)-75歲,3742,16642737
201403,臺灣,衣,2,75(含)-80歲,1092,5349587
201403,臺灣,衣,2,80(含)歲以上,3481,14352481
201403,臺灣,住,2,未滿20歲,753,1852920
201403,臺灣,住,2,20(含)-25歲,22718,69522304
201403,臺灣,住,2,25(含)-30歲,71436,264864394
201403,臺灣,住,2,30(含)-35歲,124110,533018434
201403,臺灣,住,2,35(含)-40歲,146025,648339548
201403,臺灣,住,2,40(含)-45歲,142742,690194461
201403,臺灣,住,2,45(含)-50歲,130875,709381669
201403,臺灣,住,2,50(含)-55歲,103689,558902234
201403,臺灣,住,2,55(含)-60歲,69622,416656193
201403,臺灣,住,2,60(含)-65歲,37231,200633492
201403,臺灣,住,2,65(含)-70歲,12392,64335573
201403,臺灣,住,2,70(含)-75歲,4640,25289849
201403,臺灣,住,2,75(含)-80歲,1660,12132894
201403,臺灣,住,2,80(含)歲以上,2119,12585512
201403,臺灣,行,2,未滿20歲,10135,6678326
201403,臺灣,行,2,20(含)-25歲,195664,141459475
201403,臺灣,行,2,25(含)-30歲,534026,480489798
201403,臺灣,行,2,30(含)-35歲,769856,789695880
201403,臺灣,行,2,35(含)-40歲,796746,895706730
201403,臺灣,行,2,40(含)-45歲,729760,848932076
201403,臺灣,行,2,45(含)-50歲,634619,752518491
201403,臺灣,行,2,50(含)-55歲,484998,584579844
201403,臺灣,行,2,55(含)-60歲,296787,363073481
201403,臺灣,行,2,60(含)-65歲,142725,173810740
201403,臺灣,行,2,65(含)-70歲,39921,48464706
201403,臺灣,行,2,70(含)-75歲,12393,15728875
201403,臺灣,行,2,75(含)-80歲,3131,4676913
201403,臺灣,行,2,80(含)歲以上,5439,8341034
201403,臺灣,文教康樂,2,未滿20歲,4653,11622497
201403,臺灣,文教康樂,2,20(含)-25歲,114495,311800057
201403,臺灣,文教康樂,2,25(含)-30歲,295988,1045007301
201403,臺灣,文教康樂,2,30(含)-35歲,386517,1595206422
201403,臺灣,文教康樂,2,35(含)-40歲,395648,1670940441
201403,臺灣,文教康樂,2,40(含)-45歲,351568,1591391061
201403,臺灣,文教康樂,2,45(含)-50歲,282752,1469277885
201403,臺灣,文教康樂,2,50(含)-55歲,191667,1222563996
201403,臺灣,文教康樂,2,55(含)-60歲,113079,870846082
201403,臺灣,文教康樂,2,60(含)-65歲,58782,513748513
201403,臺灣,文教康樂,2,65(含)-70歲,18733,187942216
201403,臺灣,文教康樂,2,70(含)-75歲,6600,76123301
201403,臺灣,文教康樂,2,75(含)-80歲,2088,26442135
201403,臺灣,文教康樂,2,80(含)歲以上,5111,43015061
201403,臺灣,百貨,2,未滿20歲,5423,9374201
201403,臺灣,百貨,2,20(含)-25歲,136493,270043990
201403,臺灣,百貨,2,25(含)-30歲,416052,921471496
201403,臺灣,百貨,2,30(含)-35歲,681922,1591734718
201403,臺灣,百貨,2,35(含)-40歲,742206,1788879959
201403,臺灣,百貨,2,40(含)-45歲,644566,1688509267
201403,臺灣,百貨,2,45(含)-50歲,525668,1557238831
201403,臺灣,百貨,2,50(含)-55歲,362120,1220246292
201403,臺灣,百貨,2,55(含)-60歲,229670,808371848
201403,臺灣,百貨,2,60(含)-65歲,128419,442445504
201403,臺灣,百貨,2,65(含)-70歲,42402,152930998
201403,臺灣,百貨,2,70(含)-75歲,16463,59839231
201403,臺灣,百貨,2,75(含)-80歲,6334,21172494
201403,臺灣,百貨,2,80(含)歲以上,7398,23208641
201403,臺灣,其他,2,未滿20歲,8723,10143672
201403,臺灣,其他,2,20(含)-25歲,247373,502206485
201403,臺灣,其他,2,25(含)-30歲,861860,1874127109
201403,臺灣,其他,2,30(含)-35歲,1485447,3584480056
201403,臺灣,其他,2,35(含)-40歲,1693462,4703646418
201403,臺灣,其他,2,40(含)-45歲,1553855,4945688065
201403,臺灣,其他,2,45(含)-50歲,1344403,4840040279
201403,臺灣,其他,2,50(含)-55歲,958948,3989243179
201403,臺灣,其他,2,55(含)-60歲,575571,2752175817
201403,臺灣,其他,2,60(含)-65歲,285878,1528778193
201403,臺灣,其他,2,65(含)-70歲,79095,464977833
201403,臺灣,其他,2,70(含)-75歲,25252,156958766
201403,臺灣,其他,2,75(含)-80歲,6910,59529430
201403,臺灣,其他,2,80(含)歲以上,17732,111980231
201404,臺灣,食,2,未滿20歲,5698,4407263
201404,臺灣,食,2,20(含)-25歲,151143,150201797
201404,臺灣,食,2,25(含)-30歲,479327,546846960
201404,臺灣,食,2,30(含)-35歲,875688,1033456612
201404,臺灣,食,2,35(含)-40歲,1135694,1273070183
201404,臺灣,食,2,40(含)-45歲,1198551,1336506576
201404,臺灣,食,2,45(含)-50歲,1109477,1270085342
201404,臺灣,食,2,50(含)-55歲,847880,1015121922
201404,臺灣,食,2,55(含)-60歲,576570,705677541
201404,臺灣,食,2,60(含)-65歲,342177,418401773
201404,臺灣,食,2,65(含)-70歲,121843,150500078
201404,臺灣,食,2,70(含)-75歲,48564,58987553
201404,臺灣,食,2,75(含)-80歲,16254,19290397
201404,臺灣,食,2,80(含)歲以上,12915,19482875
201404,臺灣,衣,2,未滿20歲,2121,3665589
201404,臺灣,衣,2,20(含)-25歲,52060,106758741
201404,臺灣,衣,2,25(含)-30歲,143379,329826688
201404,臺灣,衣,2,30(含)-35歲,244581,594261591
201404,臺灣,衣,2,35(含)-40歲,259723,652418407
201404,臺灣,衣,2,40(含)-45歲,215657,586343389
201404,臺灣,衣,2,45(含)-50歲,174724,547699559
201404,臺灣,衣,2,50(含)-55歲,121167,444532015
201404,臺灣,衣,2,55(含)-60歲,72926,300147538
201404,臺灣,衣,2,60(含)-65歲,37563,151718493
201404,臺灣,衣,2,65(含)-70歲,11810,53603089
201404,臺灣,衣,2,70(含)-75歲,3778,18696968
201404,臺灣,衣,2,75(含)-80歲,1077,5309902
201404,臺灣,衣,2,80(含)歲以上,3548,15012631
201404,臺灣,住,2,未滿20歲,618,1658603
201404,臺灣,住,2,20(含)-25歲,21028,72302700
201404,臺灣,住,2,25(含)-30歲,67059,279460814
201404,臺灣,住,2,30(含)-35歲,118930,561647489
201404,臺灣,住,2,35(含)-40歲,141684,704719717
201404,臺灣,住,2,40(含)-45歲,139512,761088860
201404,臺灣,住,2,45(含)-50歲,129104,766129055
201404,臺灣,住,2,50(含)-55歲,100771,600282043
201404,臺灣,住,2,55(含)-60歲,67441,433046271
201404,臺灣,住,2,60(含)-65歲,35877,204919964
201404,臺灣,住,2,65(含)-70歲,11946,69471596
201404,臺灣,住,2,70(含)-75歲,4595,23220734
201404,臺灣,住,2,75(含)-80歲,1623,8244109
201404,臺灣,住,2,80(含)歲以上,2148,16054713
201404,臺灣,行,2,未滿20歲,8915,5755719
201404,臺灣,行,2,20(含)-25歲,186540,129405967
201404,臺灣,行,2,25(含)-30歲,509810,442130096
201404,臺灣,行,2,30(含)-35歲,738696,736333246
201404,臺灣,行,2,35(含)-40歲,767789,843990273
201404,臺灣,行,2,40(含)-45歲,702872,809397000
201404,臺灣,行,2,45(含)-50歲,611805,720404840
201404,臺灣,行,2,50(含)-55歲,466385,549574755
201404,臺灣,行,2,55(含)-60歲,285626,344788288
201404,臺灣,行,2,60(含)-65歲,137167,160835640
201404,臺灣,行,2,65(含)-70歲,39256,44543096
201404,臺灣,行,2,70(含)-75歲,11946,14257580
201404,臺灣,行,2,75(含)-80歲,2990,4176154
201404,臺灣,行,2,80(含)歲以上,5144,7653298
201404,臺灣,文教康樂,2,未滿20歲,4138,13696598
201404,臺灣,文教康樂,2,20(含)-25歲,108713,301003215
201404,臺灣,文教康樂,2,25(含)-30歲,277831,984325626
201404,臺灣,文教康樂,2,30(含)-35歲,364627,1542355061
201404,臺灣,文教康樂,2,35(含)-40歲,374298,1675373369
201404,臺灣,文教康樂,2,40(含)-45歲,331874,1608714006
201404,臺灣,文教康樂,2,45(含)-50歲,264644,1515001928
201404,臺灣,文教康樂,2,50(含)-55歲,179282,1320292549
201404,臺灣,文教康樂,2,55(含)-60歲,106233,970591549
201404,臺灣,文教康樂,2,60(含)-65歲,55596,574104370
201404,臺灣,文教康樂,2,65(含)-70歲,18227,230020392
201404,臺灣,文教康樂,2,70(含)-75歲,6650,91780916
201404,臺灣,文教康樂,2,75(含)-80歲,2035,28392428
201404,臺灣,文教康樂,2,80(含)歲以上,5118,51286668
201404,臺灣,百貨,2,未滿20歲,5022,9549942
201404,臺灣,百貨,2,20(含)-25歲,142461,314489810
201404,臺灣,百貨,2,25(含)-30歲,448413,1144011675
201404,臺灣,百貨,2,30(含)-35歲,743380,1992287616
201404,臺灣,百貨,2,35(含)-40歲,805426,2218976245
201404,臺灣,百貨,2,40(含)-45歲,699675,2088350736
201404,臺灣,百貨,2,45(含)-50歲,570729,1921494480
201404,臺灣,百貨,2,50(含)-55歲,397773,1560070013
201404,臺灣,百貨,2,55(含)-60歲,253976,1053301769
201404,臺灣,百貨,2,60(含)-65歲,139261,564564011
201404,臺灣,百貨,2,65(含)-70歲,48456,196226536
201404,臺灣,百貨,2,70(含)-75歲,18351,76843870
201404,臺灣,百貨,2,75(含)-80歲,7046,30646926
201404,臺灣,百貨,2,80(含)歲以上,7545,30434160
201404,臺灣,其他,2,未滿20歲,8170,11049526
201404,臺灣,其他,2,20(含)-25歲,234954,479516390
201404,臺灣,其他,2,25(含)-30歲,821979,1793388030
201404,臺灣,其他,2,30(含)-35歲,1415764,3509780183
201404,臺灣,其他,2,35(含)-40歲,1623071,4622734321
201404,臺灣,其他,2,40(含)-45歲,1478275,4787162563
201404,臺灣,其他,2,45(含)-50歲,1279126,4654010314
201404,臺灣,其他,2,50(含)-55歲,908416,3804714751
201404,臺灣,其他,2,55(含)-60歲,546949,2604886544
201404,臺灣,其他,2,60(含)-65歲,271423,1385490639
201404,臺灣,其他,2,65(含)-70歲,77395,427033992
201404,臺灣,其他,2,70(含)-75歲,24479,179271183
201404,臺灣,其他,2,75(含)-80歲,6483,45568478
201404,臺灣,其他,2,80(含)歲以上,17817,103488713
201405,臺灣,食,2,未滿20歲,6343,5609703
201405,臺灣,食,2,20(含)-25歲,169575,180075115
201405,臺灣,食,2,25(含)-30歲,535806,648343495
201405,臺灣,食,2,30(含)-35歲,964958,1203923167
201405,臺灣,食,2,35(含)-40歲,1241556,1481618074
201405,臺灣,食,2,40(含)-45歲,1297591,1542748517
201405,臺灣,食,2,45(含)-50歲,1197470,1455106673
201405,臺灣,食,2,50(含)-55歲,913238,1195509818
201405,臺灣,食,2,55(含)-60歲,621504,818963141
201405,臺灣,食,2,60(含)-65歲,370027,479716945
201405,臺灣,食,2,65(含)-70歲,130549,164875378
201405,臺灣,食,2,70(含)-75歲,51105,65297457
201405,臺灣,食,2,75(含)-80歲,17089,21943363
201405,臺灣,食,2,80(含)歲以上,13873,21180580
201405,臺灣,衣,2,未滿20歲,2459,4425769
201405,臺灣,衣,2,20(含)-25歲,59474,117750729
201405,臺灣,衣,2,25(含)-30歲,156920,355174452
201405,臺灣,衣,2,30(含)-35歲,260282,620824738
201405,臺灣,衣,2,35(含)-40歲,277816,689813470
201405,臺灣,衣,2,40(含)-45歲,237242,635591262
201405,臺灣,衣,2,45(含)-50歲,190814,599804213
201405,臺灣,衣,2,50(含)-55歲,130930,467725864
201405,臺灣,衣,2,55(含)-60歲,78048,308628130
201405,臺灣,衣,2,60(含)-65歲,40345,161718494
201405,臺灣,衣,2,65(含)-70歲,12414,51686945
201405,臺灣,衣,2,70(含)-75歲,4085,17798961
201405,臺灣,衣,2,75(含)-80歲,1155,5340465
201405,臺灣,衣,2,80(含)歲以上,3742,15724915
201405,臺灣,住,2,未滿20歲,739,2663260
201405,臺灣,住,2,20(含)-25歲,23168,79566551
201405,臺灣,住,2,25(含)-30歲,75046,304164408
201405,臺灣,住,2,30(含)-35歲,132752,603577464
201405,臺灣,住,2,35(含)-40歲,158446,748185907
201405,臺灣,住,2,40(含)-45歲,154047,793645438
201405,臺灣,住,2,45(含)-50歲,141151,790883990
201405,臺灣,住,2,50(含)-55歲,110437,619682215
201405,臺灣,住,2,55(含)-60歲,74719,456076045
201405,臺灣,住,2,60(含)-65歲,40183,230455854
201405,臺灣,住,2,65(含)-70歲,13504,75059590
201405,臺灣,住,2,70(含)-75歲,4903,27254725
201405,臺灣,住,2,75(含)-80歲,1695,9128094
201405,臺灣,住,2,80(含)歲以上,2313,17087250
201405,臺灣,行,2,未滿20歲,9808,8065135
201405,臺灣,行,2,20(含)-25歲,201987,146605271
201405,臺灣,行,2,25(含)-30歲,543906,480037531
201405,臺灣,行,2,30(含)-35歲,785356,788845438
201405,臺灣,行,2,35(含)-40歲,822653,917360030
201405,臺灣,行,2,40(含)-45歲,751735,882509250
201405,臺灣,行,2,45(含)-50歲,648657,779065311
201405,臺灣,行,2,50(含)-55歲,492803,588513674
201405,臺灣,行,2,55(含)-60歲,300060,362539974
201405,臺灣,行,2,60(含)-65歲,143160,170390127
201405,臺灣,行,2,65(含)-70歲,40767,47287690
201405,臺灣,行,2,70(含)-75歲,12424,14879021
201405,臺灣,行,2,75(含)-80歲,3023,3983632
201405,臺灣,行,2,80(含)歲以上,5373,8485872
201405,臺灣,文教康樂,2,未滿20歲,4661,20488820
201405,臺灣,文教康樂,2,20(含)-25歲,117537,324980913
201405,臺灣,文教康樂,2,25(含)-30歲,294529,1035586731
201405,臺灣,文教康樂,2,30(含)-35歲,381704,1615784574
201405,臺灣,文教康樂,2,35(含)-40歲,393960,1886855889
201405,臺灣,文教康樂,2,40(含)-45歲,350787,1949358568
201405,臺灣,文教康樂,2,45(含)-50歲,282039,1843196804
201405,臺灣,文教康樂,2,50(含)-55歲,185698,1485138067
201405,臺灣,文教康樂,2,55(含)-60歲,109140,1044779174
201405,臺灣,文教康樂,2,60(含)-65歲,56528,653342597
201405,臺灣,文教康樂,2,65(含)-70歲,18607,252260041
201405,臺灣,文教康樂,2,70(含)-75歲,6513,96847059
201405,臺灣,文教康樂,2,75(含)-80歲,2026,33840791
201405,臺灣,文教康樂,2,80(含)歲以上,5507,54769866
201405,臺灣,百貨,2,未滿20歲,5857,12044207
201405,臺灣,百貨,2,20(含)-25歲,154718,314839303
201405,臺灣,百貨,2,25(含)-30歲,461677,1048672107
201405,臺灣,百貨,2,30(含)-35歲,749864,1752640180
201405,臺灣,百貨,2,35(含)-40歲,821453,1978473571
201405,臺灣,百貨,2,40(含)-45歲,719967,1885680399
201405,臺灣,百貨,2,45(含)-50歲,597138,1770056072
201405,臺灣,百貨,2,50(含)-55歲,419028,1427088889
201405,臺灣,百貨,2,55(含)-60歲,268897,982892832
201405,臺灣,百貨,2,60(含)-65歲,149441,516606641
201405,臺灣,百貨,2,65(含)-70歲,51060,173587654
201405,臺灣,百貨,2,70(含)-75歲,19070,65862487
201405,臺灣,百貨,2,75(含)-80歲,7357,24752910
201405,臺灣,百貨,2,80(含)歲以上,8202,25776320
