年月,地區,信用卡產業別,性別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
201912,臺灣,其他,2,80(含)歲以上,29990,233796667
202001,臺灣,食,2,未滿20歲,34707,17104755
202001,臺灣,食,2,20(含)-25歲,557043,380273126
202001,臺灣,食,2,25(含)-30歲,1432039,1163891037
202001,臺灣,食,2,30(含)-35歲,1739539,1660550737
202001,臺灣,食,2,35(含)-40歲,2293731,2436923902
202001,臺灣,食,2,40(含)-45歲,2376470,2842160177
202001,臺灣,食,2,45(含)-50歲,2034986,2720590149
202001,臺灣,食,2,50(含)-55歲,1701965,2497195136
202001,臺灣,食,2,55(含)-60歲,1233377,1909743534
202001,臺灣,食,2,60(含)-65歲,801940,1264740462
202001,臺灣,食,2,65(含)-70歲,464348,707960552
202001,臺灣,食,2,70(含)-75歲,162959,254062586
202001,臺灣,食,2,75(含)-80歲,51195,85866066
202001,臺灣,食,2,80(含)歲以上,26700,49072347
202001,臺灣,衣,2,未滿20歲,7232,11760998
202001,臺灣,衣,2,20(含)-25歲,94793,181426831
202001,臺灣,衣,2,25(含)-30歲,212608,460487823
202001,臺灣,衣,2,30(含)-35歲,270015,601224847
202001,臺灣,衣,2,35(含)-40歲,342434,794761017
202001,臺灣,衣,2,40(含)-45歲,319618,805978539
202001,臺灣,衣,2,45(含)-50歲,246374,699960999
202001,臺灣,衣,2,50(含)-55歲,182793,579211103
202001,臺灣,衣,2,55(含)-60歲,114044,401583921
202001,臺灣,衣,2,60(含)-65歲,65491,246746645
202001,臺灣,衣,2,65(含)-70歲,31515,117644001
202001,臺灣,衣,2,70(含)-75歲,9453,36546572
202001,臺灣,衣,2,75(含)-80歲,2564,10797112
202001,臺灣,衣,2,80(含)歲以上,3345,15047265
202001,臺灣,住,2,未滿20歲,4174,8798424
202001,臺灣,住,2,20(含)-25歲,64921,152506624
202001,臺灣,住,2,25(含)-30歲,152960,455845406
202001,臺灣,住,2,30(含)-35歲,187281,631155330
202001,臺灣,住,2,35(含)-40歲,238021,886545518
202001,臺灣,住,2,40(含)-45歲,230608,1015951192
202001,臺灣,住,2,45(含)-50歲,195130,996807564
202001,臺灣,住,2,50(含)-55歲,168924,933851653
202001,臺灣,住,2,55(含)-60歲,120955,691176506
202001,臺灣,住,2,60(含)-65歲,74538,432693803
202001,臺灣,住,2,65(含)-70歲,40358,232595572
202001,臺灣,住,2,70(含)-75歲,13825,73358475
202001,臺灣,住,2,75(含)-80歲,4284,26231668
202001,臺灣,住,2,80(含)歲以上,3265,19348902
202001,臺灣,行,2,未滿20歲,26376,14539444
202001,臺灣,行,2,20(含)-25歲,352224,227644233
202001,臺灣,行,2,25(含)-30歲,721140,541096365
202001,臺灣,行,2,30(含)-35歲,781872,644793562
202001,臺灣,行,2,35(含)-40歲,898131,819949568
202001,臺灣,行,2,40(含)-45歲,865624,853407218
202001,臺灣,行,2,45(含)-50歲,733078,752751883
202001,臺灣,行,2,50(含)-55歲,621384,666004664
202001,臺灣,行,2,55(含)-60歲,433749,467260571
202001,臺灣,行,2,60(含)-65歲,252223,267389148
202001,臺灣,行,2,65(含)-70歲,118958,120788189
202001,臺灣,行,2,70(含)-75歲,32574,34737792
202001,臺灣,行,2,75(含)-80歲,8378,8423778
202001,臺灣,行,2,80(含)歲以上,5807,7649675
202001,臺灣,文教康樂,2,未滿20歲,19792,32658512
202001,臺灣,文教康樂,2,20(含)-25歲,229578,453375757
202001,臺灣,文教康樂,2,25(含)-30歲,462757,1107382791
202001,臺灣,文教康樂,2,30(含)-35歲,470857,1275964192
202001,臺灣,文教康樂,2,35(含)-40歲,563234,1774098251
202001,臺灣,文教康樂,2,40(含)-45歲,562133,2304382139
202001,臺灣,文教康樂,2,45(含)-50歲,443333,2232509877
202001,臺灣,文教康樂,2,50(含)-55歲,330571,1813914947
202001,臺灣,文教康樂,2,55(含)-60歲,201732,1178214465
202001,臺灣,文教康樂,2,60(含)-65歲,109466,709011676
202001,臺灣,文教康樂,2,65(含)-70歲,55389,404793979
202001,臺灣,文教康樂,2,70(含)-75歲,17464,134426134
202001,臺灣,文教康樂,2,75(含)-80歲,4999,41123751
202001,臺灣,文教康樂,2,80(含)歲以上,6016,45756214
202001,臺灣,百貨,2,未滿20歲,15880,28760804
202001,臺灣,百貨,2,20(含)-25歲,240148,516598549
202001,臺灣,百貨,2,25(含)-30歲,541340,1273719219
202001,臺灣,百貨,2,30(含)-35歲,654035,1583374114
202001,臺灣,百貨,2,35(含)-40歲,880399,2128336324
202001,臺灣,百貨,2,40(含)-45歲,924472,2384171125
202001,臺灣,百貨,2,45(含)-50歲,791817,2207988915
202001,臺灣,百貨,2,50(含)-55歲,626173,1905484154
202001,臺灣,百貨,2,55(含)-60歲,406196,1298290413
202001,臺灣,百貨,2,60(含)-65歲,237709,760929760
202001,臺灣,百貨,2,65(含)-70歲,125978,418486139
202001,臺灣,百貨,2,70(含)-75歲,42329,139328628
202001,臺灣,百貨,2,75(含)-80歲,12599,41025290
202001,臺灣,百貨,2,80(含)歲以上,10008,33749019
202001,臺灣,其他,2,未滿20歲,42432,33570123
202001,臺灣,其他,2,20(含)-25歲,658878,882191570
202001,臺灣,其他,2,25(含)-30歲,1555493,2663563046
202001,臺灣,其他,2,30(含)-35歲,1893040,3634433014
202001,臺灣,其他,2,35(含)-40歲,2348246,5431136024
202001,臺灣,其他,2,40(含)-45歲,2280703,6505142957
202001,臺灣,其他,2,45(含)-50歲,1846158,6723001747
202001,臺灣,其他,2,50(含)-55歲,1493781,6849824223
202001,臺灣,其他,2,55(含)-60歲,998155,5531989429
202001,臺灣,其他,2,60(含)-65歲,571047,3638474692
202001,臺灣,其他,2,65(含)-70歲,269779,2135147840
202001,臺灣,其他,2,70(含)-75歲,83289,825431369
202001,臺灣,其他,2,75(含)-80歲,23412,355539676
202001,臺灣,其他,2,80(含)歲以上,26125,187896555
202002,臺灣,食,2,未滿20歲,35339,18167968
202002,臺灣,食,2,20(含)-25歲,571408,366166205
202002,臺灣,食,2,25(含)-30歲,1404109,1011903964
202002,臺灣,食,2,30(含)-35歲,1655318,1356318092
202002,臺灣,食,2,35(含)-40歲,2146540,1922872341
202002,臺灣,食,2,40(含)-45歲,2238325,2189403044
202002,臺灣,食,2,45(含)-50歲,1877513,2044730680
202002,臺灣,食,2,50(含)-55歲,1533023,1757472745
202002,臺灣,食,2,55(含)-60歲,1076857,1298767989
202002,臺灣,食,2,60(含)-65歲,691131,853614557
202002,臺灣,食,2,65(含)-70歲,397554,475711893
202002,臺灣,食,2,70(含)-75歲,139041,168702780
202002,臺灣,食,2,75(含)-80歲,42293,52992428
202002,臺灣,食,2,80(含)歲以上,21192,30680312
202002,臺灣,衣,2,未滿20歲,7273,11131659
202002,臺灣,衣,2,20(含)-25歲,89254,162917557
202002,臺灣,衣,2,25(含)-30歲,193119,407971235
202002,臺灣,衣,2,30(含)-35歲,240610,520061486
202002,臺灣,衣,2,35(含)-40歲,277243,613240863
202002,臺灣,衣,2,40(含)-45歲,227416,540404154
202002,臺灣,衣,2,45(含)-50歲,164991,435076384
202002,臺灣,衣,2,50(含)-55歲,126967,388673721
202002,臺灣,衣,2,55(含)-60歲,84488,290760940
202002,臺灣,衣,2,60(含)-65歲,48804,176368118
202002,臺灣,衣,2,65(含)-70歲,23651,88062059
202002,臺灣,衣,2,70(含)-75歲,6974,26621162
202002,臺灣,衣,2,75(含)-80歲,1787,6965556
202002,臺灣,衣,2,80(含)歲以上,2316,10482099
202002,臺灣,住,2,未滿20歲,5848,10078546
202002,臺灣,住,2,20(含)-25歲,77250,152592591
202002,臺灣,住,2,25(含)-30歲,164489,409030878
202002,臺灣,住,2,30(含)-35歲,191825,534645518
202002,臺灣,住,2,35(含)-40歲,235034,701689106
202002,臺灣,住,2,40(含)-45歲,220851,757008889
202002,臺灣,住,2,45(含)-50歲,174743,662155992
202002,臺灣,住,2,50(含)-55歲,142993,591553101
202002,臺灣,住,2,55(含)-60歲,96682,409908599
202002,臺灣,住,2,60(含)-65歲,56702,257682447
202002,臺灣,住,2,65(含)-70歲,29728,127337112
202002,臺灣,住,2,70(含)-75歲,9691,43972444
202002,臺灣,住,2,75(含)-80歲,2902,12652232
202002,臺灣,住,2,80(含)歲以上,2354,11005349
202002,臺灣,行,2,未滿20歲,30341,14338879
202002,臺灣,行,2,20(含)-25歲,364566,207763407
202002,臺灣,行,2,25(含)-30歲,665999,447440766
202002,臺灣,行,2,30(含)-35歲,700226,517490611
202002,臺灣,行,2,35(含)-40歲,803872,656612937
202002,臺灣,行,2,40(含)-45歲,782245,682962030
202002,臺灣,行,2,45(含)-50歲,655623,609163635
202002,臺灣,行,2,50(含)-55歲,551774,533499463
202002,臺灣,行,2,55(含)-60歲,386915,368420980
202002,臺灣,行,2,60(含)-65歲,225558,215719623
202002,臺灣,行,2,65(含)-70歲,104367,94171759
202002,臺灣,行,2,70(含)-75歲,28832,26543867
202002,臺灣,行,2,75(含)-80歲,7357,6955578
202002,臺灣,行,2,80(含)歲以上,4884,5923360
202002,臺灣,文教康樂,2,未滿20歲,22108,34205522
202002,臺灣,文教康樂,2,20(含)-25歲,241716,452769249
202002,臺灣,文教康樂,2,25(含)-30歲,441495,958089943
202002,臺灣,文教康樂,2,30(含)-35歲,431094,1003174943
202002,臺灣,文教康樂,2,35(含)-40歲,497588,1249873149
202002,臺灣,文教康樂,2,40(含)-45歲,497950,1745573190
202002,臺灣,文教康樂,2,45(含)-50歲,403773,2217827576
202002,臺灣,文教康樂,2,50(含)-55歲,303307,1874089257
202002,臺灣,文教康樂,2,55(含)-60歲,177938,883652671
202002,臺灣,文教康樂,2,60(含)-65歲,91955,396346893
202002,臺灣,文教康樂,2,65(含)-70歲,45101,194944711
202002,臺灣,文教康樂,2,70(含)-75歲,14107,66946694
202002,臺灣,文教康樂,2,75(含)-80歲,4018,20689770
202002,臺灣,文教康樂,2,80(含)歲以上,5243,37777344
202002,臺灣,百貨,2,未滿20歲,16773,27195718
202002,臺灣,百貨,2,20(含)-25歲,225620,450498275
202002,臺灣,百貨,2,25(含)-30歲,468775,1038019626
202002,臺灣,百貨,2,30(含)-35歲,531856,1194366650
202002,臺灣,百貨,2,35(含)-40歲,686773,1526763274
202002,臺灣,百貨,2,40(含)-45歲,707856,1601258331
202002,臺灣,百貨,2,45(含)-50歲,597169,1440045648
202002,臺灣,百貨,2,50(含)-55歲,475229,1262262354
202002,臺灣,百貨,2,55(含)-60歲,303887,857194588
202002,臺灣,百貨,2,60(含)-65歲,175750,502155456
202002,臺灣,百貨,2,65(含)-70歲,91542,257312051
202002,臺灣,百貨,2,70(含)-75歲,30330,88062197
202002,臺灣,百貨,2,75(含)-80歲,8432,25553960
202002,臺灣,百貨,2,80(含)歲以上,7454,23398274
202002,臺灣,其他,2,未滿20歲,47737,40699355
202002,臺灣,其他,2,20(含)-25歲,701366,904093101
202002,臺灣,其他,2,25(含)-30歲,1567729,2609695536
202002,臺灣,其他,2,30(含)-35歲,1903204,3585440072
202002,臺灣,其他,2,35(含)-40歲,2394019,5294411065
202002,臺灣,其他,2,40(含)-45歲,2363667,6338527029
202002,臺灣,其他,2,45(含)-50歲,1912594,6441102127
202002,臺灣,其他,2,50(含)-55歲,1551965,6344604162
202002,臺灣,其他,2,55(含)-60歲,1041151,4929150720
202002,臺灣,其他,2,60(含)-65歲,595210,3256265877
202002,臺灣,其他,2,65(含)-70歲,284914,1833705767
202002,臺灣,其他,2,70(含)-75歲,86860,652664486
202002,臺灣,其他,2,75(含)-80歲,23865,193011327
202002,臺灣,其他,2,80(含)歲以上,26400,168849355
202003,臺灣,食,2,未滿20歲,47785,18606619
202003,臺灣,食,2,20(含)-25歲,680628,397226739
202003,臺灣,食,2,25(含)-30歲,1624862,1103990913
202003,臺灣,食,2,30(含)-35歲,1906122,1508865766
202003,臺灣,食,2,35(含)-40歲,2456964,2141509627
202003,臺灣,食,2,40(含)-45歲,2546619,2428727340
202003,臺灣,食,2,45(含)-50歲,2105618,2201319093
202003,臺灣,食,2,50(含)-55歲,1726569,1935366799
202003,臺灣,食,2,55(含)-60歲,1255965,1491122167
202003,臺灣,食,2,60(含)-65歲,820441,993409817
202003,臺灣,食,2,65(含)-70歲,479979,572267845
202003,臺灣,食,2,70(含)-75歲,170258,205318349
202003,臺灣,食,2,75(含)-80歲,50610,61778293
202003,臺灣,食,2,80(含)歲以上,24313,33422579
202003,臺灣,衣,2,未滿20歲,6966,9637961
202003,臺灣,衣,2,20(含)-25歲,93609,159275217
202003,臺灣,衣,2,25(含)-30歲,204945,415378467
202003,臺灣,衣,2,30(含)-35歲,256203,544830702
202003,臺灣,衣,2,35(含)-40歲,287764,638658214
202003,臺灣,衣,2,40(含)-45歲,224995,531917967
202003,臺灣,衣,2,45(含)-50歲,153787,404707110
202003,臺灣,衣,2,50(含)-55歲,116854,348623905
202003,臺灣,衣,2,55(含)-60歲,78053,257942802
202003,臺灣,衣,2,60(含)-65歲,46982,167117600
202003,臺灣,衣,2,65(含)-70歲,22326,81563239
202003,臺灣,衣,2,70(含)-75歲,6585,24642291
202003,臺灣,衣,2,75(含)-80歲,1627,6456126
202003,臺灣,衣,2,80(含)歲以上,2240,10005335
202003,臺灣,住,2,未滿20歲,5560,8710022
202003,臺灣,住,2,20(含)-25歲,78348,151954731
202003,臺灣,住,2,25(含)-30歲,180729,422476885
202003,臺灣,住,2,30(含)-35歲,203244,537933410
202003,臺灣,住,2,35(含)-40歲,234509,669144173
202003,臺灣,住,2,40(含)-45歲,203550,658300862
202003,臺灣,住,2,45(含)-50歲,154870,571383424
202003,臺灣,住,2,50(含)-55歲,127865,524832595
202003,臺灣,住,2,55(含)-60歲,92287,397884318
202003,臺灣,住,2,60(含)-65歲,55506,245788627
202003,臺灣,住,2,65(含)-70歲,28784,121874166
202003,臺灣,住,2,70(含)-75歲,9586,40055506
202003,臺灣,住,2,75(含)-80歲,2749,12045349
202003,臺灣,住,2,80(含)歲以上,2247,10494883
202003,臺灣,行,2,未滿20歲,42668,20038670
202003,臺灣,行,2,20(含)-25歲,412016,206797729
202003,臺灣,行,2,25(含)-30歲,707819,410674133
202003,臺灣,行,2,30(含)-35歲,737744,472160724
202003,臺灣,行,2,35(含)-40歲,843198,574699579
202003,臺灣,行,2,40(含)-45歲,822885,599899273
202003,臺灣,行,2,45(含)-50歲,689330,539257051
202003,臺灣,行,2,50(含)-55歲,572487,466630462
202003,臺灣,行,2,55(含)-60歲,400778,318687071
202003,臺灣,行,2,60(含)-65歲,232555,190375351
202003,臺灣,行,2,65(含)-70歲,107550,79077309
202003,臺灣,行,2,70(含)-75歲,29825,21011603
202003,臺灣,行,2,75(含)-80歲,7488,5489808
202003,臺灣,行,2,80(含)歲以上,5018,5528140
202003,臺灣,文教康樂,2,未滿20歲,20783,23378693
202003,臺灣,文教康樂,2,20(含)-25歲,227987,378279271
202003,臺灣,文教康樂,2,25(含)-30歲,423895,804253677
202003,臺灣,文教康樂,2,30(含)-35歲,423677,842704994
202003,臺灣,文教康樂,2,35(含)-40歲,494561,1051867358
202003,臺灣,文教康樂,2,40(含)-45歲,485327,1192424399
202003,臺灣,文教康樂,2,45(含)-50歲,371296,1051039309
202003,臺灣,文教康樂,2,50(含)-55歲,270922,810383816
202003,臺灣,文教康樂,2,55(含)-60歲,166879,496788371
202003,臺灣,文教康樂,2,60(含)-65歲,88789,254918223
202003,臺灣,文教康樂,2,65(含)-70歲,43498,134393994
202003,臺灣,文教康樂,2,70(含)-75歲,13884,48770940
202003,臺灣,文教康樂,2,75(含)-80歲,3955,15112998
202003,臺灣,文教康樂,2,80(含)歲以上,5205,25963843
202003,臺灣,百貨,2,未滿20歲,15400,22710436
202003,臺灣,百貨,2,20(含)-25歲,224924,458242021
202003,臺灣,百貨,2,25(含)-30歲,478884,1151721762
202003,臺灣,百貨,2,30(含)-35歲,544188,1362622704
202003,臺灣,百貨,2,35(含)-40歲,682539,1724615163
202003,臺灣,百貨,2,40(含)-45歲,688151,1834369460
202003,臺灣,百貨,2,45(含)-50歲,571128,1621147214
202003,臺灣,百貨,2,50(含)-55歲,462991,1396468410
202003,臺灣,百貨,2,55(含)-60歲,306178,960405336
202003,臺灣,百貨,2,60(含)-65歲,182344,621104699
202003,臺灣,百貨,2,65(含)-70歲,96557,317068784
202003,臺灣,百貨,2,70(含)-75歲,32777,117881400
202003,臺灣,百貨,2,75(含)-80歲,9431,34741563
202003,臺灣,百貨,2,80(含)歲以上,7692,27726439
202003,臺灣,其他,2,未滿20歲,70707,38455967
202003,臺灣,其他,2,20(含)-25歲,965005,974759412
202003,臺灣,其他,2,25(含)-30歲,2024677,2975013153
202003,臺灣,其他,2,30(含)-35歲,2340668,4199697457
202003,臺灣,其他,2,35(含)-40歲,2808263,6145532185
202003,臺灣,其他,2,40(含)-45歲,2712104,7519887721
202003,臺灣,其他,2,45(含)-50歲,2147725,7753859226
202003,臺灣,其他,2,50(含)-55歲,1727355,8015830607
202003,臺灣,其他,2,55(含)-60歲,1165330,6941332196
202003,臺灣,其他,2,60(含)-65歲,663412,5071755441
202003,臺灣,其他,2,65(含)-70歲,318194,3050424251
202003,臺灣,其他,2,70(含)-75歲,98871,1130971941
202003,臺灣,其他,2,75(含)-80歲,27781,409792111
202003,臺灣,其他,2,80(含)歲以上,29100,359502738
202004,臺灣,食,2,未滿20歲,44800,16793570
202004,臺灣,食,2,20(含)-25歲,684199,383319730
202004,臺灣,食,2,25(含)-30歲,1647767,1042408334
202004,臺灣,食,2,30(含)-35歲,1905950,1399389587
202004,臺灣,食,2,35(含)-40歲,2443729,1953903409
202004,臺灣,食,2,40(含)-45歲,2547302,2210503786
202004,臺灣,食,2,45(含)-50歲,2090954,2013221549
202004,臺灣,食,2,50(含)-55歲,1704349,1782554295
202004,臺灣,食,2,55(含)-60歲,1234242,1355533439
202004,臺灣,食,2,60(含)-65歲,799149,887319446
202004,臺灣,食,2,65(含)-70歲,472953,512496660
202004,臺灣,食,2,70(含)-75歲,172469,183320377
202004,臺灣,食,2,75(含)-80歲,50833,55906708
202004,臺灣,食,2,80(含)歲以上,24308,30669130
202004,臺灣,衣,2,未滿20歲,6254,8871788
202004,臺灣,衣,2,20(含)-25歲,93510,157512144
202004,臺灣,衣,2,25(含)-30歲,212352,415360052
202004,臺灣,衣,2,30(含)-35歲,260226,535203221
202004,臺灣,衣,2,35(含)-40歲,288788,610875825
202004,臺灣,衣,2,40(含)-45歲,227347,525480898
202004,臺灣,衣,2,45(含)-50歲,159398,421079883
202004,臺灣,衣,2,50(含)-55歲,117700,346643258
202004,臺灣,衣,2,55(含)-60歲,76173,246910429
202004,臺灣,衣,2,60(含)-65歲,43952,155839155
202004,臺灣,衣,2,65(含)-70歲,21627,75797756
202004,臺灣,衣,2,70(含)-75歲,6666,26338356
202004,臺灣,衣,2,75(含)-80歲,1682,6657796
202004,臺灣,衣,2,80(含)歲以上,2250,10445029
202004,臺灣,住,2,未滿20歲,5230,7585619
202004,臺灣,住,2,20(含)-25歲,85334,167056059
202004,臺灣,住,2,25(含)-30歲,202931,475076885
202004,臺灣,住,2,30(含)-35歲,223394,589500304
202004,臺灣,住,2,35(含)-40歲,252289,733676361
202004,臺灣,住,2,40(含)-45歲,217182,727360235
202004,臺灣,住,2,45(含)-50歲,165981,642113088
202004,臺灣,住,2,50(含)-55歲,136741,604907874
202004,臺灣,住,2,55(含)-60歲,97685,449207038
202004,臺灣,住,2,60(含)-65歲,58065,281253864
202004,臺灣,住,2,65(含)-70歲,30342,133822793
202004,臺灣,住,2,70(含)-75歲,10028,42776824
202004,臺灣,住,2,75(含)-80歲,2839,14116525
202004,臺灣,住,2,80(含)歲以上,2297,11215796
202004,臺灣,行,2,未滿20歲,35153,13615197
202004,臺灣,行,2,20(含)-25歲,363852,157241266
202004,臺灣,行,2,25(含)-30歲,637090,325795202
202004,臺灣,行,2,30(含)-35歲,656757,371541106
202004,臺灣,行,2,35(含)-40歲,748502,444842518
202004,臺灣,行,2,40(含)-45歲,736656,472978832
202004,臺灣,行,2,45(含)-50歲,622263,422878022
202004,臺灣,行,2,50(含)-55歲,520255,371517832
202004,臺灣,行,2,55(含)-60歲,361531,248193235
202004,臺灣,行,2,60(含)-65歲,209628,141481331
202004,臺灣,行,2,65(含)-70歲,97420,61668940
202004,臺灣,行,2,70(含)-75歲,27715,17012938
202004,臺灣,行,2,75(含)-80歲,6858,4180343
202004,臺灣,行,2,80(含)歲以上,4355,4303549
202004,臺灣,文教康樂,2,未滿20歲,18659,17532079
202004,臺灣,文教康樂,2,20(含)-25歲,214609,342178309
202004,臺灣,文教康樂,2,25(含)-30歲,414295,782522077
202004,臺灣,文教康樂,2,30(含)-35歲,412280,803853460
202004,臺灣,文教康樂,2,35(含)-40歲,472316,978318916
202004,臺灣,文教康樂,2,40(含)-45歲,451372,1026135825
202004,臺灣,文教康樂,2,45(含)-50歲,345374,862618068
202004,臺灣,文教康樂,2,50(含)-55歲,259021,694848030
202004,臺灣,文教康樂,2,55(含)-60歲,161946,464438015
202004,臺灣,文教康樂,2,60(含)-65歲,85746,251119723
202004,臺灣,文教康樂,2,65(含)-70歲,42862,136148785
202004,臺灣,文教康樂,2,70(含)-75歲,13740,46967845
202004,臺灣,文教康樂,2,75(含)-80歲,3719,14157113
202004,臺灣,文教康樂,2,80(含)歲以上,4666,21040338
202004,臺灣,百貨,2,未滿20歲,13269,20282326
202004,臺灣,百貨,2,20(含)-25歲,219531,482958078
202004,臺灣,百貨,2,25(含)-30歲,496283,1286941215
202004,臺灣,百貨,2,30(含)-35歲,556710,1505329428
202004,臺灣,百貨,2,35(含)-40歲,690005,1842816512
202004,臺灣,百貨,2,40(含)-45歲,700400,1947557390
202004,臺灣,百貨,2,45(含)-50歲,589523,1755710749
202004,臺灣,百貨,2,50(含)-55歲,480736,1558882447
202004,臺灣,百貨,2,55(含)-60歲,321057,1126804002
202004,臺灣,百貨,2,60(含)-65歲,189696,668422532
202004,臺灣,百貨,2,65(含)-70歲,102824,358754974
202004,臺灣,百貨,2,70(含)-75歲,35208,117966718
202004,臺灣,百貨,2,75(含)-80歲,10154,35975394
202004,臺灣,百貨,2,80(含)歲以上,7515,27884842
202004,臺灣,其他,2,未滿20歲,93192,42385983
202004,臺灣,其他,2,20(含)-25歲,1260901,1033464454
202004,臺灣,其他,2,25(含)-30歲,2510549,3166847462
202004,臺灣,其他,2,30(含)-35歲,2767925,4307793011
202004,臺灣,其他,2,35(含)-40歲,3191206,6233703610
202004,臺灣,其他,2,40(含)-45歲,2979705,7542438364
202004,臺灣,其他,2,45(含)-50歲,2296723,7506030276
202004,臺灣,其他,2,50(含)-55歲,1811998,7511923549
202004,臺灣,其他,2,55(含)-60歲,1182797,6186714659
202004,臺灣,其他,2,60(含)-65歲,655154,4221684228
202004,臺灣,其他,2,65(含)-70歲,314055,2486811730
202004,臺灣,其他,2,70(含)-75歲,98929,1025419975
202004,臺灣,其他,2,75(含)-80歲,27016,356779196
202004,臺灣,其他,2,80(含)歲以上,29340,241466013
202005,臺灣,食,2,未滿20歲,43032,17208061
202005,臺灣,食,2,20(含)-25歲,704941,418125923
202005,臺灣,食,2,25(含)-30歲,1726239,1188434276
202005,臺灣,食,2,30(含)-35歲,2009016,1583617656
202005,臺灣,食,2,35(含)-40歲,2573448,2184986677
202005,臺灣,食,2,40(含)-45歲,2673648,2469995139
202005,臺灣,食,2,45(含)-50歲,2180694,2221421843
202005,臺灣,食,2,50(含)-55歲,1768967,1974317211
202005,臺灣,食,2,55(含)-60歲,1271093,1481540502
202005,臺灣,食,2,60(含)-65歲,813866,965468135
202005,臺灣,食,2,65(含)-70歲,481119,556310727
202005,臺灣,食,2,70(含)-75歲,175569,198230291
202005,臺灣,食,2,75(含)-80歲,51894,62178298
202005,臺灣,食,2,80(含)歲以上,25561,35299006
202005,臺灣,衣,2,未滿20歲,7082,9555216
202005,臺灣,衣,2,20(含)-25歲,109073,178507610
202005,臺灣,衣,2,25(含)-30歲,257243,487974555
202005,臺灣,衣,2,30(含)-35歲,315931,638645674
202005,臺灣,衣,2,35(含)-40歲,362198,769427247
202005,臺灣,衣,2,40(含)-45歲,301526,682175305
202005,臺灣,衣,2,45(含)-50歲,212622,535625097
202005,臺灣,衣,2,50(含)-55歲,159781,460384328
202005,臺灣,衣,2,55(含)-60歲,106613,342760078
202005,臺灣,衣,2,60(含)-65歲,62391,212229669
202005,臺灣,衣,2,65(含)-70歲,31478,107956693
202005,臺灣,衣,2,70(含)-75歲,10174,37895734
202005,臺灣,衣,2,75(含)-80歲,2723,9491996
202005,臺灣,衣,2,80(含)歲以上,3094,13657757
202005,臺灣,住,2,未滿20歲,4473,7064134
202005,臺灣,住,2,20(含)-25歲,83632,171185428
202005,臺灣,住,2,25(含)-30歲,205871,507591704
202005,臺灣,住,2,30(含)-35歲,238258,644735469
202005,臺灣,住,2,35(含)-40歲,275329,838770677
202005,臺灣,住,2,40(含)-45歲,246516,884386232
202005,臺灣,住,2,45(含)-50歲,190304,782508146
202005,臺灣,住,2,50(含)-55歲,161267,724537618
202005,臺灣,住,2,55(含)-60歲,116669,543245831
202005,臺灣,住,2,60(含)-65歲,70969,338875407
202005,臺灣,住,2,65(含)-70歲,37671,165806175
202005,臺灣,住,2,70(含)-75歲,12719,57505815
202005,臺灣,住,2,75(含)-80歲,3693,16381384
202005,臺灣,住,2,80(含)歲以上,2815,16292583
202005,臺灣,行,2,未滿20歲,30402,12643290
202005,臺灣,行,2,20(含)-25歲,350227,171684658
202005,臺灣,行,2,25(含)-30歲,679146,389378839
202005,臺灣,行,2,30(含)-35歲,715439,436588504
202005,臺灣,行,2,35(含)-40歲,816892,529915007
202005,臺灣,行,2,40(含)-45歲,806903,562585864
202005,臺灣,行,2,45(含)-50歲,677933,504253669
202005,臺灣,行,2,50(含)-55歲,571934,433787184
202005,臺灣,行,2,55(含)-60歲,395569,301947496
202005,臺灣,行,2,60(含)-65歲,228736,172484085
202005,臺灣,行,2,65(含)-70歲,107384,75885569
202005,臺灣,行,2,70(含)-75歲,30673,19784188
202005,臺灣,行,2,75(含)-80歲,7402,4949356
202005,臺灣,行,2,80(含)歲以上,4919,4944204
202005,臺灣,文教康樂,2,未滿20歲,16250,16353339
202005,臺灣,文教康樂,2,20(含)-25歲,203454,329478697
202005,臺灣,文教康樂,2,25(含)-30歲,438642,825265723
202005,臺灣,文教康樂,2,30(含)-35歲,447144,890766045
202005,臺灣,文教康樂,2,35(含)-40歲,514740,1116176633
202005,臺灣,文教康樂,2,40(含)-45歲,492775,1247553084
202005,臺灣,文教康樂,2,45(含)-50歲,364923,1012290608
202005,臺灣,文教康樂,2,50(含)-55歲,271298,795886507
202005,臺灣,文教康樂,2,55(含)-60歲,168577,520274608
202005,臺灣,文教康樂,2,60(含)-65歲,90410,293034036
202005,臺灣,文教康樂,2,65(含)-70歲,44535,157032655
202005,臺灣,文教康樂,2,70(含)-75歲,14468,51268252
202005,臺灣,文教康樂,2,75(含)-80歲,3918,16581112
202005,臺灣,文教康樂,2,80(含)歲以上,4754,23512145
202005,臺灣,百貨,2,未滿20歲,14457,23806666
202005,臺灣,百貨,2,20(含)-25歲,236984,499240110
202005,臺灣,百貨,2,25(含)-30歲,561299,1305076120
202005,臺灣,百貨,2,30(含)-35歲,655616,1566972295
202005,臺灣,百貨,2,35(含)-40歲,841694,1959462329
202005,臺灣,百貨,2,40(含)-45歲,875244,2129239528
202005,臺灣,百貨,2,45(含)-50歲,731761,1942575720
202005,臺灣,百貨,2,50(含)-55歲,599564,1702569931
202005,臺灣,百貨,2,55(含)-60歲,400860,1238776772
202005,臺灣,百貨,2,60(含)-65歲,240484,725617306
202005,臺灣,百貨,2,65(含)-70歲,129780,394382695
